lat,lon,local_sla_trend,class
49.6,-2.06,1.89,class_3
49.85,0.48,-0.47,class_2
49.86,0.47,2.97,class_4
49.86,0.48,2.59,class_4
49.87,0.46,2.01,class_3
49.87,0.47,0.51,class_3
49.88,0.45,2.03,class_3
49.89,0.43,2.06,class_3
49.89,0.44,2.57,class_4
49.9,0.42,2.36,class_4
49.9,0.43,2.91,class_4
49.91,0.41,2.72,class_4
49.91,0.42,2.93,class_4
49.92,0.4,3.57,class_4
49.92,0.41,3.1,class_4
49.93,0.39,2.84,class_4
49.93,0.4,2.94,class_4
49.94,0.38,2.98,class_4
49.94,0.39,2.6,class_4
49.95,0.37,2.34,class_4
49.95,0.38,2.66,class_4
49.96,0.35,2.14,class_3
49.96,0.36,1.48,class_3
49.97,0.35,2.1,class_3
50.42,-2.65,2.14,class_3
50.43,-2.64,2.49,class_4
50.43,-2.63,2.49,class_4
50.44,-2.63,2.62,class_4
50.44,-2.62,3.6,class_4
50.45,-2.62,3.26,class_4
50.45,-2.61,3.66,class_4
50.46,-2.61,4.28,class_4
50.46,-2.6,2.97,class_4
50.47,-2.6,3.36,class_4
50.47,-2.59,3.41,class_4
50.48,-2.58,3.08,class_4
50.48,-2.57,2.94,class_4
50.49,-2.57,2.82,class_4
50.49,-2.56,2.88,class_4
50.5,-2.56,2.56,class_4
50.5,-2.55,2.07,class_3
50.51,-2.55,2.38,class_4
50.51,-2.54,4.14,class_4
50.52,-2.54,1.83,class_3
50.52,-2.53,2.58,class_4
50.53,-2.52,2.88,class_4
50.53,-2.51,3.84,class_4
50.54,-2.51,3.19,class_4
50.54,-2.5,3.52,class_4
50.64,-0.45,1.87,class_3
50.65,-0.46,3.42,class_4
50.65,-0.45,2.68,class_4
50.66,-0.47,1.1,class_3
50.66,-0.46,1.81,class_3
50.67,-0.48,1.75,class_3
50.68,-0.5,0.3,class_3
50.68,-0.49,1.38,class_3
50.69,-0.51,0.4,class_3
50.69,-0.5,1.03,class_3
50.7,-0.52,2.54,class_4
50.7,-0.51,2.5,class_4
50.71,-0.53,2.32,class_4
50.71,-0.52,1.22,class_3
50.72,-0.54,1.75,class_3
50.72,-0.53,1.73,class_3
50.72,0.55,3.34,class_4
50.73,-0.56,0.37,class_3
50.73,-0.55,1.96,class_3
50.73,0.55,3.56,class_4
50.73,0.56,3.78,class_4
50.74,-0.57,0.74,class_3
50.74,-0.56,1.51,class_3
50.74,0.56,4.84,class_5
50.74,0.57,3.94,class_4
50.75,-0.58,0.67,class_3
50.75,-0.57,1.38,class_3
50.75,0.58,2.76,class_4
50.75,0.59,4.78,class_5
50.76,-0.58,0.78,class_3
50.76,0.59,3.33,class_4
50.76,0.6,3.66,class_4
50.77,0.6,3.8,class_4
50.77,0.61,3.75,class_4
50.78,0.61,4.04,class_4
50.78,0.62,3.58,class_4
50.79,0.62,3.79,class_4
50.79,0.63,4.59,class_5
50.8,0.64,3.79,class_4
50.8,0.65,3.48,class_4
50.81,0.65,2.94,class_4
50.81,0.66,2.54,class_4
50.82,0.66,3.14,class_4
50.82,0.67,3.95,class_4
50.83,0.67,5.22,class_5
50.83,0.68,4.91,class_5
50.84,0.68,4.79,class_5
50.84,0.69,5.74,class_5
51.28,-4.07,1.5,class_3
51.28,-4.06,2.06,class_3
51.29,-4.08,1.8,class_3
51.29,-4.07,1.1,class_3
51.3,-4.09,2.99,class_4
51.3,-4.08,1.82,class_3
51.31,-4.1,2.22,class_3
51.31,-4.09,2.11,class_3
51.32,-4.12,2.04,class_3
51.32,-4.11,1.38,class_3
51.33,-4.13,3.05,class_4
51.33,-4.12,2.6,class_4
51.34,-4.14,3.64,class_4
51.34,-4.13,2.62,class_4
51.35,-4.15,1.97,class_3
51.36,-4.17,2.01,class_3
51.36,-4.16,2.44,class_4
51.37,-4.18,1.42,class_3
51.37,-4.17,3.08,class_4
51.39,-9.97,1.54,class_3
51.39,-9.96,1.26,class_3
51.39,-4.29,0.9,class_3
51.4,-9.96,0.94,class_3
51.4,-9.95,1.52,class_3
51.4,-4.29,1.15,class_3
51.4,-4.28,0.26,class_3
51.41,-9.95,1.78,class_3
51.41,-9.94,1.04,class_3
51.41,-4.28,1.48,class_3
51.41,-4.27,1.44,class_3
51.42,-9.94,1.08,class_3
51.42,-9.93,1.74,class_3
51.42,-9.92,1.2,class_3
51.42,-4.27,1.38,class_3
51.42,-4.26,1.98,class_3
51.43,-9.92,2.39,class_4
51.43,-9.91,1.87,class_3
51.43,-4.25,1.03,class_3
51.43,-4.24,-0.12,class_2
51.44,-9.91,2.16,class_3
51.44,-9.9,1.42,class_3
51.44,-4.24,0.57,class_3
51.44,-4.23,1.26,class_3
51.45,-9.9,0.32,class_3
51.45,-9.89,0.69,class_3
51.45,-4.23,2.01,class_3
51.45,-4.22,1.35,class_3
51.46,-9.88,1.67,class_3
51.46,-4.21,2.32,class_4
51.47,-9.87,1.63,class_3
51.47,-9.86,2.33,class_4
51.47,-4.2,1.26,class_3
51.47,-4.19,1.86,class_3
51.48,-9.86,3.0,class_4
51.48,-9.85,2.46,class_4
51.48,-4.19,0.84,class_3
51.48,-4.18,1.02,class_3
51.49,-9.85,1.44,class_3
51.49,-4.18,0.66,class_3
51.49,-4.17,0.98,class_3
51.5,-9.83,1.66,class_3
51.5,-9.82,4.79,class_5
51.5,-4.16,-1.02,class_2
51.5,-4.15,0.17,class_2
51.51,-9.82,4.83,class_5
51.51,-9.81,2.35,class_4
51.51,-4.15,-0.49,class_2
51.52,-9.81,2.29,class_4
52.03,-5.03,3.52,class_4
52.03,-5.02,1.01,class_3
52.04,-5.04,1.73,class_3
52.04,-5.03,1.75,class_3
52.05,-5.06,0.75,class_3
52.05,-5.05,1.67,class_3
52.06,-5.07,1.31,class_3
52.06,-5.06,1.92,class_3
52.07,-5.08,1.77,class_3
52.07,-5.07,1.08,class_3
52.08,-5.09,1.48,class_3
52.08,-5.08,0.8,class_3
52.09,-5.11,3.05,class_4
52.09,-5.1,1.78,class_3
52.1,-5.12,0.96,class_3
52.1,-5.11,1.06,class_3
52.11,-5.14,1.16,class_3
52.11,-5.13,1.56,class_3
52.11,-5.12,1.36,class_3
52.12,-5.15,1.39,class_3
52.12,-5.14,1.94,class_3
52.13,-5.16,1.08,class_3
52.13,-5.15,1.42,class_3
52.14,-5.17,0.64,class_3
52.14,-5.16,0.56,class_3
52.15,-5.19,0.31,class_3
52.15,-5.18,2.35,class_4
52.16,-5.2,1.22,class_3
52.16,-5.19,1.2,class_3
53.04,0.73,-0.87,class_2
53.04,0.74,1.35,class_3
53.05,0.74,0.95,class_3
53.05,0.75,1.71,class_3
53.06,0.75,0.6,class_3
53.06,0.76,1.05,class_3
53.07,0.77,1.74,class_3
53.07,0.78,1.04,class_3
53.08,0.78,0.92,class_3
53.08,0.79,1.22,class_3
53.09,0.8,1.08,class_3
53.09,0.81,0.72,class_3
53.1,0.81,1.88,class_3
53.1,0.82,2.79,class_4
53.11,0.82,2.35,class_4
53.11,0.83,2.74,class_4
53.12,0.84,1.97,class_3
53.12,0.85,1.78,class_3
53.13,0.85,3.19,class_4
53.13,0.86,2.27,class_3
53.14,0.86,3.23,class_4
53.25,-10.31,2.34,class_4
53.25,-10.3,2.09,class_3
53.26,-10.3,1.2,class_3
53.26,-10.29,1.76,class_3
53.27,-10.29,1.88,class_3
53.27,-10.28,1.34,class_3
53.28,-10.27,2.53,class_4
53.28,-10.26,1.0,class_3
53.29,-10.26,2.23,class_3
53.29,-10.25,1.66,class_3
53.3,-10.24,0.76,class_3
53.3,-10.23,0.56,class_3
53.3,-3.94,-3.92,class_1
53.31,-10.23,2.18,class_3
53.31,-10.22,1.45,class_3
53.31,-3.95,-2.42,class_1
53.31,-3.94,-2.27,class_1
53.32,-10.22,1.82,class_3
53.32,-10.21,1.22,class_3
53.32,-3.96,-1.53,class_2
53.32,-3.95,-1.12,class_2
53.33,-10.2,1.34,class_3
53.33,-10.19,1.02,class_3
53.33,-3.98,-0.04,class_2
53.33,-3.97,1.21,class_3
53.34,-10.19,1.71,class_3
53.34,-10.18,1.3,class_3
53.34,-3.99,-0.77,class_2
53.34,-3.98,-0.33,class_2
53.35,-10.17,1.33,class_3
53.35,-10.16,0.41,class_3
53.35,-4.01,0.03,class_2
53.35,-4.0,-0.12,class_2
53.36,-10.16,0.54,class_3
53.36,-10.15,0.52,class_3
53.36,-4.02,0.7,class_3
53.36,-4.01,-0.12,class_2
53.37,-4.04,2.09,class_3
53.37,-4.03,-0.22,class_2
53.37,-4.02,0.01,class_2
53.38,-4.05,-0.1,class_2
53.38,-4.04,-0.63,class_2
53.39,-4.07,0.65,class_3
53.39,-4.06,-0.12,class_2
53.39,-4.05,-0.48,class_2
53.4,-4.08,-0.19,class_2
53.4,-4.07,0.37,class_3
53.41,-4.09,0.64,class_3
53.41,-4.08,0.28,class_3
53.42,-4.1,0.95,class_3
53.63,-10.08,3.44,class_4
53.64,-10.1,1.63,class_3
53.64,-10.09,2.36,class_4
53.65,-10.11,1.6,class_3
53.65,-10.1,1.61,class_3
53.66,-10.13,1.48,class_3
53.66,-10.12,1.81,class_3
53.66,-10.11,2.27,class_3
53.67,-10.14,3.07,class_4
53.67,-10.13,2.68,class_4
53.68,-10.16,0.54,class_3
53.68,-10.15,2.02,class_3
53.68,-10.14,2.18,class_3
53.69,-10.17,0.97,class_3
53.69,-10.16,2.24,class_3
53.7,-10.18,1.86,class_3
53.7,-10.17,2.56,class_4
53.7,6.82,3.86,class_4
53.71,-10.2,2.64,class_4
53.71,-10.19,1.71,class_3
53.71,6.81,5.0,class_5
53.71,6.82,3.42,class_4
53.72,-10.21,2.2,class_3
53.72,-10.2,1.79,class_3
53.72,6.79,4.08,class_4
53.72,6.8,4.2,class_4
53.73,-10.23,0.9,class_3
53.73,-10.22,0.98,class_3
53.73,6.78,4.29,class_4
53.73,6.79,4.72,class_5
53.74,-10.24,2.42,class_4
53.74,-10.23,0.96,class_3
53.74,6.76,4.06,class_4
53.74,6.77,3.78,class_4
53.75,-10.25,2.82,class_4
53.75,6.75,4.16,class_4
53.75,6.76,3.53,class_4
53.76,6.73,4.95,class_5
53.76,6.74,4.34,class_4
53.76,6.75,5.05,class_5
53.77,6.72,4.65,class_5
53.77,6.73,4.51,class_5
53.78,6.7,4.15,class_4
53.78,6.71,3.68,class_4
53.78,6.72,5.6,class_5
53.79,6.69,3.98,class_4
53.79,6.7,4.4,class_5
53.79,7.48,0.22,class_3
53.79,7.49,3.34,class_4
53.8,6.68,4.52,class_5
53.8,7.49,1.2,class_3
53.8,7.5,1.8,class_3
53.81,7.5,1.39,class_3
53.81,7.51,1.85,class_3
53.81,7.52,3.42,class_4
53.82,7.52,2.86,class_4
53.82,7.53,3.41,class_4
53.83,7.53,3.19,class_4
53.83,7.54,2.69,class_4
53.83,7.55,3.55,class_4
53.84,7.55,3.83,class_4
53.84,7.56,3.49,class_4
53.85,7.57,3.39,class_4
53.85,7.58,3.69,class_4
53.86,7.58,2.06,class_3
53.86,7.59,1.56,class_3
53.87,7.59,2.58,class_4
53.87,7.6,2.52,class_4
53.87,7.61,3.51,class_4
53.88,7.61,4.36,class_5
53.88,7.62,3.58,class_4
53.89,7.62,2.83,class_4
53.89,7.63,2.74,class_4
53.89,7.64,2.12,class_3
53.9,7.64,2.25,class_3
54.03,-3.5,1.61,class_3
54.03,-3.49,2.23,class_3
54.04,-3.49,0.03,class_2
54.04,-3.48,0.8,class_3
54.05,-3.48,1.36,class_3
54.05,-3.47,2.27,class_3
54.05,-3.46,1.69,class_3
54.06,-3.46,2.53,class_4
54.06,-3.45,1.08,class_3
54.07,-3.44,0.35,class_3
54.07,-3.43,-0.2,class_2
54.08,-3.43,-1.4,class_2
54.08,-3.42,-0.85,class_2
54.09,-3.41,-0.03,class_2
54.09,-3.4,0.18,class_2
54.1,-3.4,1.19,class_3
54.1,-3.39,2.14,class_3
54.11,-3.38,1.68,class_3
54.11,-3.37,0.96,class_3
54.12,-3.37,1.28,class_3
54.12,-3.36,0.58,class_3
54.21,-5.28,1.64,class_3
54.22,-5.3,2.15,class_3
54.22,-5.29,0.98,class_3
54.22,-5.28,1.06,class_3
54.23,-5.31,0.95,class_3
54.23,-5.3,2.44,class_4
54.24,-5.33,0.64,class_3
54.24,-5.32,2.1,class_3
54.24,-5.31,0.06,class_2
54.25,-5.34,1.16,class_3
54.25,-5.33,1.96,class_3
54.26,-5.36,0.56,class_3
54.26,-5.35,1.28,class_3
54.26,-5.34,1.09,class_3
54.27,-5.37,0.43,class_3
54.27,-5.36,0.46,class_3
54.28,-5.39,1.84,class_3
54.28,-5.38,1.22,class_3
54.28,-5.37,1.63,class_3
54.29,-5.4,0.57,class_3
54.29,-5.39,0.89,class_3
54.3,-5.42,0.93,class_3
54.3,-5.41,1.34,class_3
54.31,-5.43,0.63,class_3
54.31,-5.42,1.41,class_3
54.32,-5.44,1.08,class_3
54.47,-8.52,0.08,class_2
54.47,-8.51,0.43,class_3
54.48,-8.53,1.41,class_3
54.48,-8.52,-0.27,class_2
54.49,-8.55,1.97,class_3
54.49,-8.54,2.25,class_3
54.5,-8.56,0.3,class_3
54.5,-8.55,1.96,class_3
54.5,-8.44,2.68,class_4
54.51,-8.58,0.95,class_3
54.51,-8.57,1.45,class_3
54.51,-8.56,1.46,class_3
54.51,-8.44,2.68,class_4
54.51,-8.43,1.58,class_3
54.52,-8.59,2.03,class_3
54.52,-8.58,1.26,class_3
54.52,-8.42,2.64,class_4
54.52,-8.41,3.52,class_4
54.53,-8.61,1.9,class_3
54.53,-8.6,2.75,class_4
54.53,-8.41,2.22,class_3
54.53,-8.4,1.58,class_3
54.53,-8.39,3.0,class_4
54.54,-8.62,2.05,class_3
54.54,-8.61,2.8,class_4
54.54,-8.39,1.04,class_3
54.54,-8.38,2.16,class_3
54.55,-8.64,1.65,class_3
54.55,-8.63,2.78,class_4
54.55,-8.37,-0.08,class_2
54.55,-8.36,1.89,class_3
54.56,-8.66,1.66,class_3
54.56,-8.65,2.11,class_3
54.56,-8.64,2.38,class_4
54.56,-8.36,2.58,class_4
54.56,-8.35,1.8,class_3
54.57,-8.67,2.35,class_4
54.57,-8.66,1.26,class_3
54.57,-8.34,1.9,class_3
54.57,-8.33,1.02,class_3
54.58,-8.69,3.94,class_4
54.58,-8.68,1.84,class_3
54.58,-8.33,0.87,class_3
54.59,-8.69,1.54,class_3
54.71,-5.28,0.69,class_3
54.72,-5.27,1.18,class_3
54.72,-5.26,-0.24,class_2
54.73,-5.26,0.42,class_3
54.73,-5.25,0.5,class_3
54.73,-5.24,0.76,class_3
54.74,-5.24,0.93,class_3
54.74,-5.23,1.79,class_3
54.75,-5.22,0.84,class_3
54.75,-5.21,2.05,class_3
54.76,-5.21,1.02,class_3
54.76,-5.2,0.59,class_3
54.77,-5.19,0.45,class_3
54.77,-5.18,0.72,class_3
54.78,-5.18,-0.15,class_2
54.78,-5.17,0.81,class_3
54.78,-5.16,-0.2,class_2
54.79,-5.16,1.04,class_3
54.79,-5.15,0.3,class_3
54.8,-5.14,-0.12,class_2
54.8,-5.13,1.4,class_3
54.81,-5.13,2.47,class_4
54.81,-5.12,0.53,class_3
54.81,-5.11,0.83,class_3
54.82,-5.11,1.85,class_3
55.32,-1.46,1.1,class_3
55.32,-1.45,-0.06,class_2
55.33,-1.45,2.94,class_4
55.33,-1.44,2.16,class_3
55.33,-1.43,1.55,class_3
55.34,-1.43,-0.42,class_2
55.34,-1.42,0.41,class_3
55.35,-1.41,0.67,class_3
55.35,-1.4,1.28,class_3
55.36,-1.4,1.51,class_3
55.36,-1.39,1.55,class_3
55.36,-1.38,0.8,class_3
55.37,-1.38,-0.2,class_2
55.37,-1.37,0.53,class_3
55.38,-1.36,1.06,class_3
55.38,-1.35,1.77,class_3
55.39,-1.35,2.38,class_4
55.39,-1.34,1.41,class_3
55.39,-1.33,0.5,class_3
55.4,-1.33,0.92,class_3
55.4,-1.32,1.58,class_3
55.41,-1.31,1.05,class_3
55.41,-1.3,1.39,class_3
55.42,-1.3,1.93,class_3
55.55,-6.74,2.98,class_4
55.55,-6.73,1.19,class_3
55.56,-6.73,2.72,class_4
55.56,-6.72,1.88,class_3
55.57,-6.71,2.5,class_4
55.57,-6.7,1.5,class_3
55.58,-6.7,2.42,class_4
55.58,-6.69,1.7,class_3
55.58,-6.68,1.26,class_3
55.59,-6.68,0.64,class_3
55.59,-6.67,1.8,class_3
55.6,-6.66,-0.06,class_2
55.6,-6.65,0.21,class_2
55.61,-6.65,0.45,class_3
55.61,-6.64,0.31,class_3
55.61,-6.63,1.73,class_3
55.62,-6.63,1.86,class_3
55.62,-6.62,1.41,class_3
55.63,-6.61,1.08,class_3
55.63,-6.6,-0.12,class_2
55.64,-6.59,0.59,class_3
55.64,-6.58,0.43,class_3
55.65,-6.58,1.43,class_3
55.65,-6.57,1.48,class_3
55.65,-6.56,1.08,class_3
55.82,7.9,3.51,class_4
55.83,7.91,2.88,class_4
55.83,7.92,3.22,class_4
55.84,7.92,2.21,class_3
55.84,7.93,3.13,class_4
55.84,7.94,3.07,class_4
55.85,7.94,3.2,class_4
55.85,7.95,2.45,class_4
55.86,7.96,3.37,class_4
55.86,7.97,2.53,class_4
55.87,7.97,2.58,class_4
55.87,7.98,2.7,class_4
55.87,7.99,4.34,class_4
55.88,7.99,3.28,class_4
55.88,8.0,3.01,class_4
55.88,8.01,2.46,class_4
55.89,8.01,3.5,class_4
55.89,8.02,3.89,class_4
55.9,8.03,3.12,class_4
55.9,8.04,3.24,class_4
55.91,8.04,2.9,class_4
55.91,8.05,3.6,class_4
55.91,8.06,3.34,class_4
55.92,8.06,2.57,class_4
55.92,8.07,2.16,class_3
55.92,8.08,2.93,class_4
55.93,8.08,3.38,class_4
56.41,8.06,3.06,class_4
56.42,8.04,5.13,class_5
56.42,8.05,3.33,class_4
56.42,8.06,5.52,class_5
56.43,8.02,3.76,class_4
56.43,8.03,4.92,class_5
56.43,8.04,3.41,class_4
56.44,8.0,3.95,class_4
56.44,8.01,4.26,class_4
56.44,8.02,3.07,class_4
56.45,7.99,4.14,class_4
56.45,8.0,4.44,class_5
56.46,7.97,5.32,class_5
56.46,7.98,5.38,class_5
56.47,7.95,3.85,class_4
56.47,7.96,4.26,class_4
56.48,7.93,4.23,class_4
56.48,7.94,3.83,class_4
56.48,7.95,4.1,class_4
56.49,7.91,4.42,class_5
56.49,7.92,4.36,class_5
56.49,7.93,4.94,class_5
56.5,7.89,3.93,class_4
56.5,7.9,5.06,class_5
56.5,7.91,4.04,class_4
56.51,7.88,3.55,class_4
56.51,7.89,4.52,class_5
56.52,7.87,4.36,class_5
56.69,-6.63,2.18,class_3
56.69,-6.62,1.49,class_3
56.7,-6.65,0.61,class_3
56.7,-6.64,0.85,class_3
56.7,-6.63,3.82,class_4
56.71,-6.67,0.99,class_3
56.71,-6.66,2.2,class_3
56.71,-6.65,2.28,class_3
56.72,-6.68,2.78,class_4
56.72,-6.67,2.03,class_3
56.73,-6.7,1.86,class_3
56.73,-6.69,2.11,class_3
56.74,-6.72,1.61,class_3
56.74,-6.71,1.84,class_3
56.75,-6.74,1.54,class_3
56.75,-6.73,1.52,class_3
56.75,-6.72,0.7,class_3
56.76,-6.76,1.08,class_3
56.76,-6.75,1.39,class_3
56.77,-6.78,1.96,class_3
56.77,-6.77,1.89,class_3
56.77,-6.76,1.75,class_3
56.78,-6.8,1.9,class_3
56.78,-6.79,1.28,class_3
56.78,-6.78,3.22,class_4
56.79,-6.8,2.49,class_4
57.14,-6.69,2.96,class_4
57.14,-6.68,3.01,class_4
57.15,-6.68,1.66,class_3
57.15,-6.67,2.66,class_4
57.15,-6.66,1.41,class_3
57.16,-6.66,1.97,class_3
57.16,-6.65,2.19,class_3
57.17,-6.64,2.15,class_3
57.17,-6.63,2.78,class_4
57.18,-6.62,2.52,class_4
57.18,-6.61,1.79,class_3
57.19,-6.6,1.84,class_3
57.19,-6.59,2.63,class_4
57.2,-6.58,1.87,class_3
57.2,-6.57,2.51,class_4
57.21,-6.56,2.07,class_3
57.21,-6.55,3.37,class_4
57.21,9.38,3.01,class_4
57.21,9.39,2.97,class_4
57.22,-6.54,2.43,class_4
57.22,-6.53,2.12,class_3
57.22,9.36,3.26,class_4
57.22,9.37,2.3,class_4
57.22,9.38,2.98,class_4
57.23,-6.52,1.69,class_3
57.23,-6.51,1.56,class_3
57.23,9.35,4.15,class_4
57.23,9.36,3.4,class_4
57.24,-6.5,3.27,class_4
57.24,-6.49,2.26,class_3
57.24,9.33,3.56,class_4
57.24,9.34,4.39,class_5
57.25,-6.49,2.78,class_4
57.25,-6.48,2.67,class_4
57.25,9.3,3.85,class_4
57.25,9.31,3.24,class_4
57.25,9.32,3.82,class_4
57.26,9.29,3.19,class_4
57.26,9.3,3.92,class_4
57.27,9.27,3.64,class_4
57.27,9.28,3.06,class_4
57.28,9.25,2.34,class_4
57.28,9.26,3.51,class_4
57.29,9.23,3.27,class_4
57.29,9.24,3.57,class_4
57.3,9.21,3.22,class_4
57.3,9.22,3.5,class_4
57.72,-2.97,0.46,class_3
57.73,-2.99,0.77,class_3
57.73,-2.98,0.69,class_3
57.74,-3.01,1.82,class_3
57.74,-3.0,0.93,class_3
57.75,-5.87,0.08,class_2
57.75,-5.86,-0.43,class_2
57.75,-5.85,1.02,class_3
57.75,-3.04,0.87,class_3
57.75,-3.03,2.18,class_3
57.75,-3.02,0.57,class_3
57.76,-5.89,1.87,class_3
57.76,-5.88,1.97,class_3
57.76,-5.87,1.63,class_3
57.76,-3.05,0.61,class_3
57.76,-3.04,1.9,class_3
57.77,-5.91,1.27,class_3
57.77,-5.9,0.4,class_3
57.77,-5.89,1.48,class_3
57.77,-3.08,2.46,class_4
57.77,-3.07,1.3,class_3
57.77,-3.06,1.3,class_3
57.78,-5.93,0.56,class_3
57.78,-5.92,0.88,class_3
57.78,-3.1,0.59,class_3
57.78,-3.09,2.26,class_3
57.78,-3.08,4.23,class_4
57.79,-5.95,1.11,class_3
57.79,-5.94,1.55,class_3
57.79,-3.12,2.28,class_3
57.79,-3.11,1.93,class_3
57.79,-3.1,1.36,class_3
57.8,-5.97,0.96,class_3
57.8,-5.96,1.12,class_3
57.8,-5.95,1.26,class_3
57.8,-3.14,1.32,class_3
57.8,-3.13,0.72,class_3
57.8,-3.12,1.82,class_3
57.81,-5.99,0.92,class_3
57.81,-5.98,1.06,class_3
57.81,-3.16,1.72,class_3
57.81,-3.15,1.69,class_3
57.81,-3.14,-0.25,class_2
57.82,-6.01,-0.35,class_2
57.82,-6.0,1.59,class_3
57.82,-3.17,1.54,class_3
57.82,-3.16,0.22,class_3
57.83,-6.04,-1.02,class_2
57.83,-6.03,1.74,class_3
57.83,-6.02,1.25,class_3
57.84,-6.05,0.11,class_2
57.84,-6.04,0.75,class_3
57.85,-6.07,-0.39,class_2
57.85,-6.06,0.64,class_3
57.88,8.03,3.18,class_4
57.89,8.01,3.65,class_4
57.89,8.02,3.17,class_4
57.89,8.03,2.16,class_3
57.9,7.99,2.67,class_4
57.9,8.0,2.48,class_4
57.9,8.01,2.69,class_4
57.91,7.97,2.71,class_4
57.91,7.98,3.53,class_4
57.91,7.99,3.84,class_4
57.92,7.95,2.38,class_4
57.92,7.96,2.4,class_4
57.93,7.93,3.24,class_4
57.93,7.94,2.08,class_3
57.93,7.95,1.47,class_3
57.94,7.91,2.76,class_4
57.94,7.92,2.94,class_4
57.95,7.89,2.55,class_4
57.95,7.9,2.69,class_4
57.96,7.86,0.88,class_3
57.96,7.87,4.04,class_4
57.96,7.88,3.69,class_4
57.97,6.33,2.75,class_4
57.97,7.84,2.63,class_4
57.97,7.85,2.45,class_4
57.97,7.86,1.64,class_3
57.98,6.33,3.14,class_4
57.98,6.34,2.05,class_3
57.98,6.35,2.18,class_3
57.98,7.83,3.31,class_4
57.98,7.84,2.66,class_4
57.99,6.35,2.66,class_4
57.99,6.36,2.49,class_4
57.99,6.37,1.71,class_3
58.0,6.38,1.75,class_3
58.0,6.39,1.14,class_3
58.01,6.4,1.79,class_3
58.01,6.41,1.01,class_3
58.01,6.42,2.46,class_4
58.02,6.42,1.64,class_3
58.02,6.43,1.05,class_3
58.02,6.44,1.42,class_3
58.03,6.44,2.2,class_3
58.03,6.45,1.67,class_3
58.04,6.46,1.19,class_3
58.04,6.47,1.15,class_3
58.04,6.48,1.76,class_3
58.05,6.48,1.09,class_3
58.05,6.49,1.41,class_3
58.05,6.5,1.48,class_3
58.06,6.5,2.38,class_4
58.06,6.51,1.46,class_3
58.06,6.52,0.88,class_3
58.07,6.52,0.42,class_3
58.07,6.53,1.24,class_3
58.64,-4.95,2.15,class_3
58.64,-4.94,2.16,class_3
58.65,-4.97,4.0,class_4
58.65,-4.96,3.56,class_4
58.65,-4.95,5.56,class_5
58.66,-4.99,3.15,class_4
58.66,-4.98,3.2,class_4
58.66,-4.97,2.15,class_3
58.67,-5.01,3.11,class_4
58.67,-5.0,3.22,class_4
58.68,-5.04,2.62,class_4
58.68,-5.03,2.29,class_4
58.68,-5.02,1.24,class_3
58.69,-5.06,1.75,class_3
58.69,-5.05,1.86,class_3
58.69,-5.04,2.87,class_4
58.7,-5.08,2.58,class_4
58.7,-5.07,3.01,class_4
58.71,-5.11,3.34,class_4
58.71,-5.1,2.14,class_3
58.71,-5.09,2.95,class_4
58.72,-5.13,4.47,class_5
58.72,-5.12,2.55,class_4
58.72,-5.11,2.84,class_4
58.73,-5.15,1.68,class_3
58.73,-5.14,3.12,class_4
58.73,-5.13,3.18,class_4
58.74,-5.17,2.66,class_4
58.74,-5.16,3.24,class_4
58.76,5.2,1.82,class_3
58.76,5.21,2.09,class_3
58.76,5.22,2.32,class_4
58.77,5.22,3.0,class_4
58.77,5.23,2.21,class_3
58.77,5.24,2.67,class_4
58.78,5.25,3.45,class_4
58.78,5.26,2.3,class_4
58.78,5.27,2.55,class_4
58.79,5.27,2.12,class_3
58.79,5.28,1.46,class_3
58.79,5.29,1.48,class_3
58.8,5.29,0.96,class_3
58.8,5.3,1.05,class_3
58.8,5.31,1.72,class_3
58.81,5.32,1.44,class_3
58.81,5.33,2.68,class_4
58.81,5.34,2.6,class_4
58.82,5.34,0.84,class_3
58.82,5.35,1.68,class_3
58.82,5.36,2.06,class_3
58.83,5.36,3.22,class_4
58.83,5.37,1.19,class_3
58.83,5.38,0.98,class_3
58.84,5.38,1.16,class_3
58.84,5.39,0.9,class_3
58.84,5.4,2.06,class_3
58.85,5.41,1.74,class_3
58.85,5.42,1.23,class_3
58.85,5.43,-0.33,class_2
58.86,5.43,-0.92,class_2
58.86,5.44,0.72,class_3
58.86,5.45,1.84,class_3
59.75,4.77,1.84,class_3
59.76,4.77,1.7,class_3
59.76,4.78,1.84,class_3
59.76,4.79,3.1,class_4
59.77,4.79,2.72,class_4
59.77,4.8,2.12,class_3
59.77,4.81,2.42,class_4
59.77,4.82,3.49,class_4
59.78,4.82,1.31,class_3
59.78,4.83,1.9,class_3
59.78,4.84,1.19,class_3
59.79,4.85,1.09,class_3
59.79,4.86,1.24,class_3
59.79,4.87,0.95,class_3
59.8,4.87,1.51,class_3
59.8,4.88,2.8,class_4
59.8,4.89,2.98,class_4
59.8,4.9,2.03,class_3
59.81,4.9,3.64,class_4
59.81,4.91,2.47,class_4
59.81,4.92,1.7,class_3
59.82,4.93,2.4,class_4
59.82,4.94,1.91,class_3
59.83,4.95,3.76,class_4
59.83,4.96,2.46,class_4
59.83,4.97,3.24,class_4
59.84,4.97,0.99,class_3
59.84,4.98,2.35,class_4
59.84,4.99,2.81,class_4
59.84,5.0,3.83,class_4
59.85,5.0,2.38,class_4
59.85,5.01,2.24,class_3
